"","customer.ID","gender","age","educaton","marital.status","income","dependent.count","card.category","months.on.book","relationship.count","months.inactive","contacts.count.12","credit.limit","revolving.balance","open.to.buy","transaction.amount.Q4.Q1","transaction.amount.12","transaction.count","transaction.change","utilization.ratio","churn"
"6320",809445858,"female",38,"graduate","single","<40K",0,"Blue",32,6,3,3,1755,750,1005,0.659,5000,79,0.837,0.427,"no"
"6321",708859158,"female",47,"graduate","single","40K-60K",4,"Blue",37,4,1,1,1438.3,703,735.3,0.865,4341,80,0.951,0.489,"no"
"6322",710040483,"male",37,"uneducated","unknown","60K-80K",3,"Blue",26,6,2,1,14485,2124,12361,0.527,3895,87,0.776,0.147,"no"
"6323",714667608,"male",47,"post-graduate","married","40K-60K",5,"Blue",36,4,3,2,6043,0,6043,0.627,4256,78,0.529,0,"no"
"6324",714475908,"male",43,"uneducated","single","60K-80K",2,"Blue",35,5,3,2,6348,0,6348,0.4,1732,39,0.393,0,"yes"
"6325",713656308,"female",56,"highschool","married","<40K",0,"Blue",48,3,3,1,1438.3,0,1438.3,0.618,4210,75,0.5,0,"no"
"6326",716790633,"male",43,"graduate","married","60K-80K",3,"Blue",36,4,2,3,17239,0,17239,0.393,1789,38,0.357,0,"yes"
"6327",716127333,"female",45,"graduate","married","unknown",3,"Blue",36,5,2,3,18432,484,17948,0.557,2300,45,0.552,0.026,"yes"
"6328",713017758,"female",47,"uneducated","single","<40K",1,"Blue",32,6,2,2,1636,1135,501,0.754,5056,85,0.809,0.694,"no"
"6329",717893358,"female",43,"graduate","married","unknown",3,"Blue",33,6,1,3,7951,1456,6495,0.882,4452,65,0.512,0.183,"no"
"6330",780032208,"male",44,"graduate","married","60K-80K",3,"Blue",34,5,3,3,14201,0,14201,0.574,2223,47,0.679,0,"yes"
"6331",720219633,"female",52,"graduate","unknown","40K-60K",0,"Blue",42,4,3,2,2723,1544,1179,0.794,4108,70,1.258,0.567,"no"
"6332",711676008,"female",52,"graduate","single","<40K",1,"Blue",44,5,2,2,2019,991,1028,0.799,3603,59,0.967,0.491,"no"
"6333",714192033,"female",43,"highschool","single","unknown",3,"Blue",25,5,1,2,10305,1870,8435,0.722,4018,63,0.8,0.181,"no"
"6334",713442933,"male",49,"unknown","married","40K-60K",3,"Blue",32,4,3,3,3114,2208,906,0.824,5219,86,0.686,0.709,"no"
"6335",789052308,"male",40,"graduate","unknown","40K-60K",3,"Blue",28,6,2,2,4323,0,4323,0.817,2451,38,0.727,0,"yes"
"6336",714948858,"female",50,"unknown","single","<40K",2,"Blue",36,3,2,2,3647,2517,1130,0.842,2935,58,0.933,0.69,"yes"
"6337",711772983,"male",43,"highschool","single","60K-80K",2,"Blue",35,5,2,2,1849,1293,556,0.835,4678,71,0.972,0.699,"no"
"6338",802937058,"male",53,"graduate","married","80K-120K",1,"Blue",47,3,3,1,2540,1859,681,0.768,4480,80,0.702,0.732,"no"
"6339",712493058,"female",42,"highschool","single","unknown",5,"Blue",31,6,3,2,4972,0,4972,0.719,4524,72,0.756,0,"no"
"6340",718808883,"female",55,"graduate","single","<40K",2,"Silver",47,3,3,1,13565,0,13565,0.56,3705,69,0.917,0,"no"
"6341",719685408,"male",40,"uneducated","married","60K-80K",2,"Blue",29,3,2,2,6332,318,6014,0.783,2505,43,0.536,0.05,"yes"
"6342",708829758,"male",41,"highschool","married","60K-80K",2,"Blue",36,4,3,2,6062,761,5301,0.307,3877,66,0.375,0.126,"no"
"6343",710792733,"female",47,"post-graduate","married","<40K",3,"Blue",29,4,2,2,2897,638,2259,1.041,4491,75,0.786,0.22,"no"
"6344",716838633,"male",46,"highschool","single","60K-80K",4,"Blue",36,4,5,0,13407,1341,12066,0.928,4869,84,0.615,0.1,"no"
"6345",714041283,"female",50,"graduate","single","unknown",2,"Blue",40,5,2,2,6610,1663,4947,0.813,4735,83,0.766,0.252,"no"
"6346",710284233,"male",33,"uneducated","married","80K-120K",4,"Blue",36,5,3,4,1438.3,0,1438.3,0.98,2439,43,0.72,0,"yes"
"6347",752944533,"female",45,"highschool","married","<40K",5,"Blue",34,4,1,2,2030,1269,761,0.646,5067,88,0.725,0.625,"no"
"6348",713312208,"male",53,"highschool","married","40K-60K",1,"Blue",43,1,2,3,3146,0,3146,0.414,1868,38,0.31,0,"yes"
"6349",804045933,"male",36,"graduate","married","80K-120K",0,"Blue",30,5,3,2,5302,2414,2888,0.779,4284,74,0.682,0.455,"no"
"6350",716662683,"female",55,"unknown","single","<40K",2,"Blue",45,6,2,3,3185,1820,1365,0.965,5069,81,1.025,0.571,"no"
"6351",713432508,"female",42,"post-graduate","married","<40K",3,"Blue",36,4,3,2,4328,1749,2579,0.806,4593,72,1,0.404,"no"
"6352",799475658,"female",51,"uneducated","married","<40K",3,"Blue",45,3,3,3,2238,1300,938,1.071,4508,79,0.756,0.581,"no"
"6353",719849958,"female",44,"graduate","single","<40K",4,"Blue",36,4,3,3,2658,1884,774,0.627,4779,83,0.93,0.709,"no"
"6354",715803933,"male",47,"post-graduate","single","60K-80K",1,"Blue",36,4,2,2,9090,1371,7719,0.64,4422,65,0.585,0.151,"no"
"6355",779486433,"female",46,"unknown","single","<40K",5,"Blue",28,3,2,3,2424,2169,255,0.613,4209,76,0.767,0.895,"no"
"6356",708281433,"female",57,"graduate","married","<40K",2,"Blue",36,5,1,3,1438.3,0,1438.3,0.565,3848,75,0.705,0,"no"
"6357",779844408,"female",43,"post-graduate","married","<40K",1,"Blue",27,4,3,3,1438.3,0,1438.3,0.481,2137,40,0.333,0,"yes"
"6358",721306908,"female",61,"graduate","single","unknown",1,"Blue",44,4,3,2,2303,540,1763,0.57,3440,46,0.704,0.234,"no"
"6359",713964858,"male",51,"graduate","divorced",">120K",2,"Blue",41,4,2,3,2792,887,1905,0.793,4074,81,0.8,0.318,"no"
"6360",717545808,"female",44,"post-graduate","single","<40K",4,"Blue",32,3,1,2,2900,1987,913,0.667,4549,70,0.75,0.685,"no"
"6361",771232533,"female",46,"graduate","married","<40K",2,"Blue",33,3,3,3,2267,1283,984,0.761,4249,81,0.8,0.566,"no"
"6362",710883483,"female",52,"graduate","married","40K-60K",1,"Blue",34,3,3,3,4189,2066,2123,0.686,4661,85,0.735,0.493,"no"
"6363",801715383,"male",45,"graduate","married","60K-80K",4,"Blue",39,6,3,2,12890,0,12890,0.576,2216,51,0.545,0,"yes"
"6364",719594433,"female",35,"graduate","single","unknown",2,"Blue",26,6,1,2,3269,1434,1835,0.63,4672,66,0.65,0.439,"no"
"6365",716310633,"female",59,"post-graduate","single","<40K",1,"Blue",36,6,2,2,2759,2481,278,0.588,5037,84,0.68,0.899,"no"
"6366",714188883,"female",46,"doctorate","single","<40K",5,"Blue",37,3,2,2,1787,0,1787,0.654,2345,36,0.286,0,"yes"
"6367",772437633,"male",43,"graduate","single","60K-80K",3,"Blue",33,4,2,3,6854,0,6854,0.703,4578,72,0.756,0,"no"
"6368",708536283,"male",35,"doctorate","single","80K-120K",1,"Blue",27,3,2,2,2904,2517,387,0.624,2653,46,0.586,0.867,"yes"
"6369",772569033,"male",44,"highschool","divorced","80K-120K",0,"Blue",34,5,2,2,5293,1236,4057,0.848,4572,90,0.8,0.234,"no"
"6370",714443883,"female",57,"graduate","married","<40K",3,"Blue",49,4,2,1,1781,0,1781,0.57,4593,81,0.8,0,"no"
"6371",710369658,"male",50,"unknown","married","60K-80K",3,"Blue",36,4,3,2,3276,2353,923,0.725,4488,92,0.736,0.718,"no"
"6372",788440083,"male",55,"uneducated","single","60K-80K",2,"Silver",48,5,3,3,34516,1384,33132,0.625,3807,82,0.864,0.04,"no"
"6373",773332908,"male",48,"highschool","unknown","60K-80K",4,"Blue",30,3,3,2,14670,1900,12770,0.806,4221,83,0.766,0.13,"no"
"6374",709307808,"female",59,"highschool","married","40K-60K",2,"Blue",36,3,3,3,4375,0,4375,0.621,2507,53,0.472,0,"yes"
"6375",712507758,"female",36,"college","unknown","unknown",2,"Blue",24,6,3,3,3448,1903,1545,0.841,5471,87,0.642,0.552,"no"
"6376",715701033,"male",43,"graduate","married","80K-120K",2,"Blue",33,5,3,3,2111,1761,350,0.753,2112,46,0.769,0.834,"yes"
"6377",718478883,"female",55,"college","single","<40K",2,"Blue",36,4,1,3,3123,0,3123,0.513,4424,81,0.723,0,"no"
"6378",788734158,"male",42,"graduate","married","40K-60K",4,"Blue",19,5,3,2,8374,0,8374,0.885,4493,59,1.034,0,"no"
"6379",794490858,"female",48,"highschool","married","40K-60K",1,"Silver",28,3,1,2,15713,1387,14326,0.904,4775,61,0.605,0.088,"no"
"6380",718397658,"female",60,"unknown","single","40K-60K",0,"Blue",36,6,3,2,4115,1231,2884,0.745,3627,61,1.179,0.299,"no"
"6381",718826883,"male",50,"uneducated","single","80K-120K",3,"Blue",36,6,3,2,6925,0,6925,0.821,2506,36,0.44,0,"yes"
"6382",716733933,"female",42,"highschool","married","unknown",2,"Blue",30,5,3,2,1898,725,1173,0.664,5051,64,1.065,0.382,"no"
"6383",809307108,"female",44,"highschool","single","unknown",1,"Blue",39,4,3,2,2021,1182,839,0.794,4209,77,0.833,0.585,"no"
"6384",778671483,"female",33,"uneducated","single","<40K",3,"Blue",13,5,3,3,1630,1008,622,0.695,4143,67,0.595,0.618,"no"
"6385",815504583,"female",48,"graduate","single","40K-60K",4,"Blue",43,3,2,4,1538,0,1538,0.684,2275,43,0.483,0,"yes"
"6386",789319458,"male",48,"uneducated","single","60K-80K",5,"Blue",38,6,2,3,22639,1481,21158,0.703,4219,65,0.477,0.065,"no"
"6387",710382108,"female",39,"post-graduate","married","<40K",3,"Blue",19,5,1,2,2452,2423,29,0.778,4204,63,0.8,0.988,"no"
"6388",720895533,"female",32,"unknown","married","<40K",4,"Blue",22,6,3,3,1438.3,1056,382.3,0.986,4885,78,1.053,0.734,"no"
"6389",709891608,"male",41,"highschool","married",">120K",2,"Blue",24,5,2,3,9924,0,9924,0.517,1949,43,0.483,0,"yes"
"6390",717136533,"female",37,"uneducated","single","<40K",2,"Blue",26,4,2,2,2586,835,1751,0.721,4883,73,0.825,0.323,"no"
"6391",790164408,"female",59,"unknown","married","<40K",1,"Blue",52,6,3,3,2308,2094,214,0.722,4869,77,0.75,0.907,"no"
"6392",795613233,"female",48,"graduate","married","unknown",2,"Blue",42,4,2,0,10514,1494,9020,0.649,4949,76,0.81,0.142,"no"
"6393",709009833,"male",54,"graduate","married","40K-60K",3,"Blue",44,3,3,3,1655,0,1655,0.766,4621,67,0.675,0,"no"
"6394",720054183,"female",41,"graduate","single","40K-60K",2,"Blue",25,4,2,2,2768,2228,540,0.864,5112,86,0.87,0.805,"no"
"6395",713193408,"female",59,"unknown","single","<40K",0,"Blue",52,3,3,3,2533,2076,457,0.738,3816,75,0.829,0.82,"no"
"6396",801508383,"male",48,"graduate","married","80K-120K",2,"Blue",42,6,3,2,25658,1721,23937,0.592,4498,85,0.635,0.067,"no"
"6397",711949683,"female",55,"college","divorced","40K-60K",2,"Blue",36,6,2,3,4410,2517,1893,0.53,1883,44,0.63,0.571,"yes"
"6398",787747308,"female",49,"uneducated","unknown","<40K",4,"Blue",39,6,3,2,3468,2517,951,0.746,2494,39,0.345,0.726,"yes"
"6399",720064158,"female",51,"post-graduate","married","<40K",3,"Blue",36,4,2,3,1438.3,0,1438.3,0.709,4323,70,0.667,0,"no"
"6400",779104608,"female",34,"highschool","unknown","unknown",3,"Blue",15,5,1,3,1438.3,0,1438.3,0.689,2819,48,0.6,0,"yes"
"6401",715477233,"female",55,"highschool","unknown","unknown",1,"Blue",36,3,2,3,6968,1430,5538,0.95,4037,69,1.029,0.205,"no"
"6402",719524383,"female",35,"graduate","single","40K-60K",3,"Blue",22,3,1,3,2441,1670,771,0.697,4105,73,0.553,0.684,"no"
"6403",713804883,"female",46,"post-graduate","single","<40K",4,"Blue",37,3,2,2,1836,0,1836,0.323,1799,28,0.167,0,"yes"
"6404",710359458,"female",50,"graduate","married","40K-60K",1,"Blue",36,5,1,3,2560,1807,753,0.995,4456,70,0.522,0.706,"no"
"6405",716311683,"male",43,"college","married","80K-120K",4,"Blue",36,4,1,2,32733,1448,31285,0.655,3452,54,0.862,0.044,"no"
"6406",753795633,"female",48,"uneducated","married","<40K",2,"Blue",41,5,3,2,2964,2517,447,0.699,2327,38,0.81,0.849,"yes"
"6407",780076833,"male",44,"unknown","unknown","80K-120K",1,"Blue",29,6,1,2,8315,1008,7307,0.718,4088,66,0.61,0.121,"no"
"6408",716019333,"female",65,"unknown","single","<40K",0,"Blue",56,6,3,3,2279,1789,490,0.865,4091,82,0.907,0.785,"no"
"6409",820657083,"male",53,"college","single","80K-120K",4,"Silver",48,5,1,2,34516,800,33716,0.804,3819,72,0.6,0.023,"no"
"6410",716901858,"male",49,"doctorate","married","40K-60K",4,"Blue",39,5,1,2,1438.3,0,1438.3,0.562,3691,77,0.51,0,"no"
"6411",756571983,"female",45,"highschool","single","<40K",3,"Blue",36,6,2,3,2020,1103,917,0.942,4951,85,0.932,0.546,"no"
"6412",817607358,"female",44,"highschool","unknown","unknown",2,"Gold",35,3,3,3,34516,0,34516,0.767,2227,44,0.63,0,"yes"
"6413",778268508,"female",56,"uneducated","single","unknown",2,"Blue",47,5,2,1,5261,1966,3295,0.672,4448,86,0.792,0.374,"no"
"6414",778984383,"female",43,"highschool","married","unknown",3,"Blue",31,3,3,1,2692,2039,653,0.853,4622,73,0.78,0.757,"no"
"6415",720771933,"female",49,"post-graduate","married","40K-60K",3,"Blue",36,5,2,1,1994,0,1994,0.829,4434,69,0.568,0,"no"
"6416",748827033,"male",44,"graduate","divorced","60K-80K",3,"Blue",37,5,2,3,3290,0,3290,0.841,4780,84,0.615,0,"no"
"6417",712591983,"female",52,"graduate","single","40K-60K",5,"Blue",41,4,2,3,3035,1960,1075,0.566,4104,79,0.927,0.646,"no"
"6418",712181658,"female",37,"graduate","single","40K-60K",2,"Blue",36,4,3,1,2407,1552,855,0.62,4983,86,0.755,0.645,"no"
"6419",712297683,"female",47,"college","married","<40K",3,"Blue",35,6,3,2,1781,0,1781,0.693,2196,35,0.75,0,"yes"
"6420",714684933,"female",40,"uneducated","married","<40K",1,"Blue",28,5,2,3,3680,0,3680,0.729,2725,41,0.577,0,"yes"
"6421",720742083,"female",48,"unknown","married","<40K",4,"Blue",36,4,3,3,2740,2425,315,0.816,2431,46,0.394,0.885,"yes"
"6422",772310958,"female",42,"graduate","married","<40K",2,"Blue",31,4,6,3,4311,822,3489,0.722,4965,94,0.541,0.191,"no"
"6423",715343883,"female",42,"highschool","single","<40K",3,"Blue",32,5,3,3,1931,1297,634,1.037,4693,66,0.833,0.672,"no"
"6424",720470133,"male",59,"graduate","single","<40K",0,"Blue",36,5,3,3,3604,1483,2121,0.597,4576,87,0.706,0.411,"no"
"6425",710420133,"female",47,"graduate","married","<40K",2,"Blue",34,6,2,2,2190,0,2190,0.63,4416,68,0.581,0,"no"
"6426",720933408,"female",56,"uneducated","unknown","<40K",2,"Blue",36,3,1,2,8438,1825,6613,0.589,4798,89,0.712,0.216,"no"
"6427",716304483,"female",46,"highschool","married","40K-60K",3,"Blue",36,3,2,3,3413,2372,1041,0.7,5029,86,0.792,0.695,"no"
"6428",719534058,"female",26,"graduate","unknown","<40K",0,"Blue",14,3,2,1,2163,1942,221,0.582,4380,57,0.781,0.898,"no"
"6429",710515308,"female",42,"graduate","single","<40K",1,"Blue",36,4,3,1,3595,1904,1691,0.891,5025,84,0.647,0.53,"no"
"6430",797241108,"male",47,"graduate","married",">120K",1,"Blue",41,5,3,3,9036,1080,7956,0.742,4500,83,0.66,0.12,"no"
"6431",708884658,"female",48,"graduate","married","<40K",2,"Blue",31,5,1,1,2315,1565,750,0.873,4828,90,0.8,0.676,"no"
"6432",794475483,"male",44,"uneducated","married","80K-120K",4,"Silver",27,4,3,2,34516,1043,33473,0.69,4654,59,0.639,0.03,"no"
"6433",714315858,"female",56,"highschool","married","<40K",3,"Blue",37,6,1,3,4008,1650,2358,1,5429,71,0.732,0.412,"no"
"6434",717217983,"female",43,"graduate","married","<40K",3,"Blue",30,6,2,3,3143,2517,626,0.959,5409,79,0.881,0.801,"no"
"6435",721124658,"male",40,"uneducated","single","80K-120K",3,"Blue",27,4,2,3,3427,0,3427,0.5,2625,63,0.5,0,"yes"
"6436",716753058,"female",38,"graduate","single","<40K",3,"Blue",28,6,2,2,2699,564,2135,0.683,4813,78,0.814,0.209,"no"
"6437",711069483,"female",40,"graduate","single","<40K",2,"Blue",36,6,2,2,1538,0,1538,0.706,4884,79,0.881,0,"no"
"6438",708478233,"female",48,"graduate","married","40K-60K",3,"Blue",36,4,2,2,5573,1238,4335,0.624,4348,90,0.837,0.222,"no"
"6439",710783358,"male",46,"highschool","unknown","80K-120K",3,"Blue",35,5,3,2,2570,1764,806,0.786,4442,85,0.771,0.686,"no"
"6440",713710383,"male",43,"highschool","unknown","80K-120K",2,"Blue",30,4,2,1,18008,2517,15491,0.775,2659,55,0.833,0.14,"no"
"6441",720815208,"male",52,"highschool","single",">120K",0,"Blue",39,5,3,3,34516,216,34300,0.556,2395,47,0.306,0.006,"yes"
"6442",721338783,"female",49,"uneducated","married","unknown",4,"Blue",36,3,2,3,13483,2517,10966,0.733,3427,72,0.6,0.187,"no"
"6443",714121983,"female",49,"graduate","single","unknown",3,"Blue",42,4,2,3,4349,1400,2949,0.641,4694,84,0.75,0.322,"no"
"6444",715061733,"male",42,"college","single","60K-80K",3,"Blue",36,4,1,3,11698,1060,10638,1.282,3539,81,0.929,0.091,"no"
"6445",720520308,"female",46,"graduate","married","<40K",4,"Blue",28,4,2,3,8318,2517,5801,0.69,2427,52,0.625,0.303,"yes"
"6446",806908608,"female",46,"unknown","married","<40K",2,"Blue",41,5,2,3,1438.3,0,1438.3,0.691,3942,78,1.229,0,"no"
"6447",798972183,"female",49,"unknown","single","40K-60K",2,"Blue",43,1,3,2,1643,526,1117,0.829,2520,38,0.583,0.32,"yes"
"6448",715030308,"male",42,"graduate","married","40K-60K",4,"Blue",27,5,1,2,1503,929,574,0.892,4680,67,0.971,0.618,"no"
"6449",708244458,"female",47,"unknown","married","<40K",2,"Blue",35,3,3,2,2793,1517,1276,0.712,3485,72,0.895,0.543,"no"
"6450",789479058,"female",45,"college","divorced","40K-60K",4,"Blue",37,5,3,3,1438.3,0,1438.3,0.835,4459,66,0.833,0,"no"
"6451",784998108,"male",33,"highschool","married","80K-120K",3,"Blue",22,5,3,2,9094,0,9094,0.631,4203,76,0.727,0,"no"
"6452",711808383,"male",50,"graduate","divorced","60K-80K",3,"Blue",39,5,1,3,6362,1709,4653,1.016,4476,85,0.735,0.269,"no"
"6453",770839608,"female",60,"unknown","single","<40K",1,"Blue",47,6,1,1,2394,1427,967,0.803,4611,82,0.783,0.596,"no"
"6454",713866308,"male",45,"unknown","single","60K-80K",4,"Blue",36,5,2,1,15100,2004,13096,0.9,4135,76,0.689,0.133,"no"
"6455",714250908,"female",53,"graduate","married","<40K",2,"Blue",47,3,4,2,2927,2517,410,0.419,2231,60,0.875,0.86,"yes"
"6456",739317558,"male",48,"graduate","married","80K-120K",5,"Blue",35,4,3,3,9030,2369,6661,0.662,4899,84,0.867,0.262,"no"
"6457",718702908,"female",53,"unknown","single","<40K",2,"Blue",36,6,2,1,1543,1041,502,0.92,4312,84,0.647,0.675,"no"
"6458",720644883,"female",53,"college","married","unknown",1,"Blue",40,3,2,1,4941,1867,3074,0.73,5104,87,0.851,0.378,"no"
"6459",717182883,"female",33,"highschool","married","unknown",1,"Blue",36,3,2,2,2279,1432,847,0.855,4169,74,0.947,0.628,"no"
"6460",719384433,"female",44,"highschool","divorced","<40K",3,"Blue",28,5,2,3,1877,1203,674,0.654,2581,57,0.781,0.641,"yes"
"6461",787301208,"male",52,"uneducated","divorced","40K-60K",2,"Blue",46,5,1,1,1438.3,0,1438.3,0.706,3763,74,0.85,0,"no"
"6462",720924633,"female",40,"graduate","unknown","<40K",5,"Blue",27,4,2,1,1438.3,0,1438.3,0.984,4397,73,0.553,0,"no"
"6463",721316358,"male",41,"highschool","married","60K-80K",3,"Blue",28,5,1,1,9577,632,8945,0.379,4086,62,0.771,0.066,"no"
"6464",716118633,"male",43,"post-graduate","divorced","60K-80K",2,"Blue",36,6,1,1,5427,2177,3250,0.824,4328,73,0.622,0.401,"no"
"6465",789880533,"female",46,"graduate","single","40K-60K",4,"Blue",36,5,3,4,5913,1651,4262,0.79,2404,39,0.56,0.279,"yes"
"6466",711221958,"female",43,"graduate","single","40K-60K",3,"Blue",26,3,2,2,2867,0,2867,0.703,2646,41,0.464,0,"yes"
"6467",715510683,"female",40,"highschool","single","<40K",1,"Blue",29,3,2,2,2506,1362,1144,0.844,4665,82,0.745,0.543,"no"
"6468",718689258,"female",39,"doctorate","married","40K-60K",2,"Blue",29,5,2,3,1693,1101,592,0.778,4203,87,0.851,0.65,"no"
"6469",716368008,"female",54,"graduate","married","unknown",1,"Blue",36,4,2,2,3137,959,2178,1.008,2925,41,0.414,0.306,"yes"
"6470",712092783,"female",47,"doctorate","single","<40K",3,"Blue",40,6,2,3,2437,0,2437,0.664,2027,42,0.448,0,"yes"
"6471",789541458,"female",35,"highschool","married","<40K",1,"Blue",28,6,0,2,1438.3,977,461.3,1.189,4840,85,1.073,0.679,"no"
"6472",719539458,"female",46,"graduate","single","<40K",3,"Blue",41,5,3,3,3913,0,3913,0.722,5170,93,0.86,0,"no"
"6473",713082708,"female",41,"highschool","married","<40K",2,"Blue",36,6,2,2,4953,991,3962,0.342,4183,67,0.489,0.2,"no"
"6474",794665608,"female",48,"graduate","single","40K-60K",3,"Blue",33,4,2,3,5724,582,5142,0.817,4510,59,0.903,0.102,"no"
"6475",712827258,"male",37,"uneducated","married","40K-60K",3,"Blue",25,5,0,3,1438.3,0,1438.3,1.023,5046,77,0.925,0,"no"
"6476",714525633,"female",55,"unknown","single","<40K",2,"Blue",36,3,3,2,1886,1023,863,0.708,4233,81,0.884,0.542,"no"
"6477",708726708,"female",42,"graduate","single","40K-60K",3,"Blue",36,6,2,3,1451,599,852,0.752,2192,35,0.458,0.413,"yes"
"6478",768498258,"female",47,"highschool","married","unknown",1,"Blue",41,3,2,3,2950,1642,1308,0.8,4740,83,0.694,0.557,"no"
"6479",712767858,"female",42,"college","single","40K-60K",0,"Blue",30,5,2,3,1438.3,1223,215.3,0.491,2181,43,0.593,0.85,"yes"
"6480",709231683,"female",36,"graduate","unknown","40K-60K",2,"Blue",23,6,2,3,2024,901,1123,0.659,4861,84,0.75,0.445,"no"
"6481",712445583,"female",33,"college","single","unknown",0,"Blue",15,3,1,4,2299,0,2299,0.663,2323,47,0.469,0,"yes"
"6482",711461658,"male",47,"highschool","married","40K-60K",1,"Blue",29,5,3,2,3291,1197,2094,0.672,3228,82,0.708,0.364,"no"
"6483",713891133,"female",41,"unknown","single","<40K",2,"Blue",36,3,2,2,1438.3,834,604.3,0.407,1890,43,0.387,0.58,"yes"
"6484",710074458,"female",41,"highschool","divorced","<40K",5,"Blue",34,3,1,3,2137,996,1141,0.625,4290,90,0.875,0.466,"no"
"6485",779279883,"female",60,"highschool","married","<40K",2,"Blue",42,3,3,2,1438.3,0,1438.3,0.061,1628,42,0.077,0,"yes"
"6486",719674533,"male",48,"unknown","single","80K-120K",3,"Blue",44,5,1,3,16794,1527,15267,0.912,4040,76,0.689,0.091,"no"
"6487",716535408,"male",43,"unknown","married","40K-60K",3,"Blue",32,3,1,3,12219,1462,10757,0.558,3843,69,0.605,0.12,"no"
"6488",710319108,"female",54,"highschool","married","<40K",2,"Blue",47,4,2,3,1804,1298,506,0.758,4542,73,0.921,0.72,"no"
"6489",714777858,"female",60,"unknown","married","<40K",2,"Blue",36,6,3,2,2343,2066,277,0.72,4858,69,0.917,0.882,"no"
"6490",769974258,"male",44,"post-graduate","single","80K-120K",3,"Blue",38,5,2,3,19724,0,19724,0.644,3830,82,0.673,0,"no"
"6491",717819633,"female",49,"uneducated","married","<40K",3,"Blue",42,6,1,2,3949,1463,2486,1.072,4124,57,0.839,0.37,"no"
"6492",712953483,"female",64,"graduate","single","<40K",0,"Blue",36,1,3,4,1682,0,1682,0.75,1811,39,0.5,0,"yes"
"6493",779029458,"female",54,"post-graduate","single","<40K",1,"Blue",35,4,3,3,1724,0,1724,0.67,2725,47,0.424,0,"yes"
"6494",721321383,"female",50,"doctorate","married","<40K",3,"Blue",41,3,3,2,2372,1148,1224,0.872,4418,80,0.818,0.484,"no"
"6495",716973333,"male",40,"uneducated","married",">120K",3,"Blue",28,3,3,2,4642,1676,2966,0.615,5080,76,0.81,0.361,"no"
"6496",709946658,"female",49,"college","single","40K-60K",4,"Blue",30,5,3,3,2765,1211,1554,0.736,4629,58,0.706,0.438,"no"
"6497",709243533,"female",49,"unknown","single","<40K",2,"Blue",41,5,3,2,2555,1815,740,0.847,4552,75,0.829,0.71,"no"
"6498",709999308,"male",51,"uneducated","married","80K-120K",3,"Blue",40,3,2,2,3150,0,3150,0.75,3477,78,0.857,0,"no"
"6499",712389108,"female",43,"graduate","married","<40K",2,"Blue",36,6,3,2,2570,2107,463,0.651,4058,83,0.766,0.82,"no"
"6500",712305333,"male",59,"graduate","single","60K-80K",0,"Blue",53,4,2,2,4386,2505,1881,0.806,4064,65,0.806,0.571,"no"
"6501",812785158,"male",42,"uneducated","married","<40K",4,"Blue",37,4,3,2,2411,1797,614,0.607,4331,63,0.5,0.745,"no"
"6502",765459858,"male",47,"graduate","divorced","<40K",3,"Blue",40,4,4,3,6397,0,6397,0.632,2511,56,0.556,0,"yes"
"6503",714894708,"male",53,"uneducated","unknown",">120K",1,"Blue",45,4,4,2,23958,2517,21441,0.702,2777,45,0.552,0.105,"yes"
"6504",711296508,"female",49,"graduate","single","<40K",3,"Blue",42,5,2,3,2608,2455,153,0.886,4776,85,0.889,0.941,"no"
"6505",795713058,"male",45,"post-graduate","married","40K-60K",3,"Blue",39,3,1,2,4409,1753,2656,0.55,4292,76,0.652,0.398,"no"
"6506",789487308,"male",48,"doctorate","single","60K-80K",2,"Blue",39,3,2,2,10033,0,10033,0.644,4106,78,0.902,0,"no"
"6507",720130233,"male",48,"highschool","single","60K-80K",2,"Blue",36,4,3,1,1641,0,1641,0.791,2536,45,0.364,0,"yes"
"6508",789047208,"female",57,"highschool","single","<40K",2,"Blue",45,4,1,3,2454,1610,844,1.036,4983,79,0.795,0.656,"no"
"6509",715864983,"female",56,"highschool","married","<40K",2,"Blue",43,5,2,2,1978,0,1978,0.641,4870,83,0.844,0,"no"
"6510",708765933,"male",46,"post-graduate","married","60K-80K",2,"Blue",36,3,2,2,5464,887,4577,0.554,4866,81,0.62,0.162,"no"
"6511",809320908,"male",42,"highschool","single","60K-80K",3,"Blue",37,3,3,3,5951,0,5951,0.742,4160,84,0.867,0,"no"
"6512",779324358,"female",49,"uneducated","single","<40K",2,"Blue",31,6,1,3,2381,1603,778,0.687,4013,79,0.756,0.673,"no"
"6513",713730108,"male",48,"post-graduate","divorced","60K-80K",4,"Blue",38,3,2,2,11596,1258,10338,0.426,4686,67,0.675,0.108,"no"
"6514",711783483,"female",55,"post-graduate","single","40K-60K",3,"Blue",46,4,3,2,5162,984,4178,0.842,3562,72,0.895,0.191,"no"
"6515",719294433,"female",63,"uneducated","single","unknown",1,"Blue",55,4,3,1,16312,520,15792,0.806,4366,68,0.659,0.032,"no"
"6516",718279008,"male",44,"highschool","single","60K-80K",3,"Silver",36,5,2,3,25276,0,25276,0.849,2282,38,0.583,0,"yes"
"6517",721238508,"female",38,"highschool","single","<40K",3,"Blue",26,3,3,3,1939,1484,455,0.576,4790,77,0.75,0.765,"no"
